class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,f,y,g,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
e,x,y,e,True,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d
e,x,y,g,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d
e,f,f,g,False,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g
p,x,f,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
e,x,f,e,True,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d
e,x,y,e,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d
p,f,s,w,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g
e,f,y,n,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d
e,x,f,e,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
e,x,y,e,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d
e,x,f,g,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d
e,x,y,g,True,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d
e,x,f,g,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g
e,x,f,n,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
e,f,f,e,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d
e,x,y,g,True,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d
e,f,f,n,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d
e,f,f,g,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g
e,f,f,g,True,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d
e,x,y,n,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d
e,f,f,g,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d
e,f,y,n,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
e,x,f,g,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d
e,x,y,e,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d
e,x,y,n,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d
e,f,s,g,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g
e,x,f,n,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d
e,f,f,n,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d
e,x,y,e,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d
e,x,y,e,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d
e,x,y,n,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d
e,f,s,w,False,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
e,x,y,n,True,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
e,x,y,e,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
e,x,f,g,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
e,f,f,g,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
e,f,f,n,False,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g
e,f,f,g,True,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d
e,x,y,e,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d
e,f,f,g,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d
e,x,y,n,True,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d
e,x,f,e,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
e,x,f,n,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d
e,x,f,g,True,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,f,g,True,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
e,x,f,n,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d
e,x,y,n,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d
e,x,f,e,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
e,f,f,g,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d
e,x,y,n,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d
p,x,s,p,False,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d
e,f,y,g,True,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d
e,f,f,n,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d
p,f,s,n,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u
e,x,y,n,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d
e,x,y,g,True,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d
e,x,y,e,True,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d
e,x,y,e,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
e,x,y,e,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d
e,x,f,g,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d
e,f,s,w,False,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g
e,x,y,g,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d
e,x,f,n,False,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g
e,x,f,n,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d
e,x,y,g,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d
e,x,y,e,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d
e,x,y,n,True,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d
e,x,f,g,True,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
e,x,f,g,True,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d
e,x,y,g,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d
e,x,y,g,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
e,f,y,g,True,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
e,x,f,e,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d
e,x,y,e,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d
e,x,f,n,True,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
e,x,f,n,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d
e,f,f,n,True,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
e,x,y,g,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d
e,x,f,e,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d
e,f,y,n,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d
e,x,y,e,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d
e,f,y,n,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d
e,x,y,g,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
e,f,f,n,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
e,x,y,g,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d
e,x,y,e,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d
e,x,y,n,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d
e,x,f,g,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d
e,x,f,e,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d
e,x,f,n,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d
e,f,y,g,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d
e,x,f,n,True,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d
e,x,y,e,True,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d
e,f,f,n,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d
e,x,y,n,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d
e,x,y,e,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d
e,x,y,e,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d
e,x,f,g,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d
e,x,f,g,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d
e,f,f,e,True,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d
e,x,f,n,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d
e,x,y,e,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
e,x,y,g,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d
e,x,y,g,True,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d
e,x,f,e,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d
e,f,f,n,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,y,n,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
e,x,y,g,True,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d
e,x,f,w,False,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g
e,f,y,g,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d
e,f,s,g,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g
e,f,f,n,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
e,x,y,e,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d
p,f,y,w,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u
e,x,y,g,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d
e,x,f,g,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d
e,x,f,e,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d
e,f,f,g,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d
e,x,y,n,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d
e,x,y,e,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d
e,x,y,n,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d
e,x,y,n,True,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d
e,f,f,n,True,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d
e,x,y,g,True,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d
e,x,y,n,True,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d
e,x,f,e,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d
e,x,f,e,True,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d
e,f,s,w,False,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g
e,x,y,n,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d
e,x,f,g,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
e,x,f,n,True,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d
e,x,f,e,True,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d
e,f,f,n,True,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d
e,x,f,n,True,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d
e,x,y,n,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d
p,f,s,w,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,f,g,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d
e,f,s,w,False,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g
e,x,s,g,False,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g
e,x,f,g,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d
e,x,f,e,True,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d
e,x,y,g,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d
e,x,f,n,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d
p,x,f,g,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
e,x,y,e,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
e,x,f,n,False,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g
p,x,s,w,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g
e,x,y,g,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
e,f,f,n,True,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,f,n,True,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d
e,x,y,g,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d
e,x,y,g,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d
e,f,f,n,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d
e,x,f,g,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d
e,f,f,g,True,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d
e,x,y,e,True,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d
e,x,f,e,True,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
p,x,s,w,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,g
e,f,f,g,True,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d
e,x,f,g,True,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
e,f,y,e,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d
e,f,y,g,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d
e,x,y,n,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,y,e,True,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d
e,x,f,e,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d
e,x,y,e,True,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d
e,f,f,g,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d
e,x,f,g,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d
e,x,y,n,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
e,x,y,g,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d
e,x,f,g,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d
e,x,y,n,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d
e,f,f,n,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d
e,x,y,n,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d
e,x,y,n,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d
e,f,f,n,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
e,x,f,n,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d
e,x,f,n,True,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d
e,x,y,n,True,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d
e,f,f,g,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
e,x,f,e,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
e,f,f,n,True,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
p,x,s,p,False,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d
e,x,f,e,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d
e,f,f,n,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d
e,x,f,n,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d
e,f,f,e,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d
e,x,y,e,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d
e,x,f,g,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d
e,x,f,g,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
e,x,f,g,True,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d
e,x,f,g,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d
e,f,f,g,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d
e,x,f,e,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d
e,f,y,n,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d
e,f,y,e,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d
e,x,y,g,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
e,x,y,g,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d
e,x,f,g,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d
p,x,f,g,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g
e,x,y,n,True,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d
e,x,y,e,True,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d
e,x,f,n,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d
e,f,f,n,True,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d
e,f,f,g,True,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
e,f,f,g,True,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d
e,x,y,g,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d
e,x,f,g,False,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g
e,x,y,g,True,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
e,x,f,e,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d
e,f,f,n,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d
e,x,y,e,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d
e,x,f,g,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,f,n,True,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d
e,x,y,e,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d
e,x,f,n,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d
e,f,f,g,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
e,x,y,g,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d
e,x,y,g,True,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d
e,x,f,g,True,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d
e,x,y,e,True,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d
e,x,f,n,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d
e,x,y,g,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d
e,f,f,g,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d
e,x,f,g,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
e,x,f,n,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d
e,x,y,g,True,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
e,x,y,g,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d
e,x,y,e,True,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
e,x,y,n,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d
e,x,y,g,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d
p,f,y,n,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u
e,x,s,g,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g
e,x,f,g,True,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d
e,x,f,e,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d
p,x,s,p,False,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d
e,x,y,n,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d
e,x,f,e,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d
e,x,y,n,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d
e,x,y,e,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d
e,x,s,w,False,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g
e,f,f,g,True,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d
e,x,y,g,True,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d
e,x,y,g,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d
e,x,f,e,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d
e,x,y,g,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d
e,x,y,g,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d
e,x,f,e,True,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d
p,f,y,w,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
e,f,f,n,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
e,x,f,e,True,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d
e,x,f,e,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d
e,x,y,g,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d
e,f,s,w,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g
e,x,f,n,False,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g
e,x,f,n,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d
e,x,y,e,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d
e,x,y,e,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d
e,x,y,e,True,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d
e,f,f,n,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d
e,x,f,g,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d
e,f,f,e,True,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d
e,x,y,e,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d
p,x,s,w,False,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d
e,f,f,n,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d
e,f,f,g,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
e,f,f,n,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d
e,x,y,n,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
e,x,f,e,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d
e,f,s,w,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g
e,x,y,g,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d
e,x,f,e,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d
e,f,f,n,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d
e,x,y,n,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d
e,x,y,g,True,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d
e,x,y,n,True,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d
e,x,f,g,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d
e,x,y,n,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d
e,x,y,n,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
e,f,f,n,True,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d
e,x,y,g,True,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
e,x,y,e,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d
e,x,y,n,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d
p,x,f,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p
e,f,f,g,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d
